bn_sentence,bn_voice,en_sentence,en_voice,gu_sentence,gu_voice,hi_sentence,hi_voice,kn_sentence,kn_voice,ml_sentence,ml_voice,mr_sentence,mr_voice,ta_sentence,ta_voice,te_sentence,te_voice,ur_sentence,ur_voice,as_sentence,as_voice,or_sentence,or_voice
দয়া করে অগ্রসর হতে loan ণের শর্তাদি পর্যালোচনা করুন এবং গ্রহণ করুন।,../data/bn/bn_voicedata/52.mp3,Please review and accept the loan terms to proceed.,../data/en/en_voicedata/52.mp3,[Translation error: Please review and accept the loan terms to proceed. --> No translation was found using the current translator. Try another translator?],../data/gu/gu_voicedata/52.mp3,कृपया आगे बढ़ने के लिए ऋण की शर्तों की समीक्षा करें और स्वीकार करें।,../data/hi/hi_voicedata/52.mp3,ಮುಂದುವರಿಯಲು ದಯವಿಟ್ಟು ಸಾಲದ ನಿಯಮಗಳನ್ನು ಪರಿಶೀಲಿಸಿ ಮತ್ತು ಸ್ವೀಕರಿಸಿ.,../data/kn/kn_voicedata/52.mp3,മുന്നോട്ട് പോകാൻ ദയവായി വായ്പ നിബന്ധനകൾ അവലോകനം ചെയ്യുക.,../data/ml/ml_voicedata/52.mp3,कृपया पुढे जाण्यासाठी कर्जाच्या अटींचे पुनरावलोकन करा आणि स्वीकारा.,../data/mr/mr_voicedata/52.mp3,தொடர கடன் விதிமுறைகளை மதிப்பாய்வு செய்து ஏற்றுக்கொள்ளுங்கள்.,../data/ta/ta_voicedata/52.mp3,దయచేసి కొనసాగడానికి రుణ నిబంధనలను సమీక్షించండి మరియు అంగీకరించండి.,../data/te/te_voicedata/52.mp3,براہ کرم آگے بڑھنے کے لئے قرض کی شرائط کا جائزہ لیں اور قبول کریں۔,../data/ur/ur_voicedata/52.mp3,অনুগ্ৰহ কৰি আগবাঢ়ি যাবলৈ ঋণৰ চৰ্তসমূহ পৰ্যালোচনা আৰু গ্ৰহণ কৰক।,../data/as/as_voicedata/52.mp3,ଅଗ୍ରଗତି କରିବାକୁ ଦୟାକରି loan ଣ ସର୍ତ୍ତାବଳୀ ସମୀକ୍ଷା ଏବଂ ଗ୍ରହଣ କରନ୍ତୁ |,../data/or/or_voicedata/52.mp3
আপনার loan ণের আবেদনটি আমাদের দল পর্যালোচনাধীন রয়েছে।,../data/bn/bn_voicedata/53.mp3,Your loan application is under review by our team.,../data/en/en_voicedata/53.mp3,તમારી લોન એપ્લિકેશન અમારી ટીમ દ્વારા સમીક્ષા હેઠળ છે.,../data/gu/gu_voicedata/53.mp3,हमारी टीम द्वारा आपके ऋण आवेदन की समीक्षा की जा रही है।,../data/hi/hi_voicedata/53.mp3,ನಿಮ್ಮ ಸಾಲದ ಅರ್ಜಿಯನ್ನು ನಮ್ಮ ತಂಡವು ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ.,../data/kn/kn_voicedata/53.mp3,നിങ്ങളുടെ വായ്പാ അപേക്ഷ ഞങ്ങളുടെ ടീം അവലോകനത്തിലാണ്.,../data/ml/ml_voicedata/53.mp3,आपला कर्ज अर्ज आमच्या कार्यसंघाच्या पुनरावलोकनात आहे.,../data/mr/mr_voicedata/53.mp3,உங்கள் கடன் விண்ணப்பம் எங்கள் குழுவினரால் மதிப்பாய்வு செய்யப்படுகிறது.,../data/ta/ta_voicedata/53.mp3,మీ రుణ దరఖాస్తు మా బృందం సమీక్షలో ఉంది.,../data/te/te_voicedata/53.mp3,آپ کے قرض کی درخواست ہماری ٹیم کے زیر جائزہ ہے۔,../data/ur/ur_voicedata/53.mp3,আপোনাৰ ঋণৰ আবেদন আমাৰ দলৰ দ্বাৰা পৰ্যালোচনাধীন।,../data/as/as_voicedata/53.mp3,ଆପଣଙ୍କର loan ଣ ପ୍ରୟୋଗ ଆମ ଦଳ ଦ୍ୱାରା ସମୀକ୍ଷା ଅଧୀନରେ ଅଛି |,../data/or/or_voicedata/53.mp3
আপনি ওটিপি ইএসআইজি প্রক্রিয়াটি সফলভাবে সম্পন্ন করেছেন।,../data/bn/bn_voicedata/54.mp3,You have successfully completed the OTP esign process.,../data/en/en_voicedata/54.mp3,તમે સફળતાપૂર્વક ઓટીપી ઇસિગન પ્રક્રિયા પૂર્ણ કરી છે.,../data/gu/gu_voicedata/54.mp3,आपने OTP Esign प्रक्रिया को सफलतापूर्वक पूरा कर लिया है।,../data/hi/hi_voicedata/54.mp3,ನೀವು ಒಟಿಪಿ ಎಸಿನ್ ಪ್ರಕ್ರಿಯೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಪೂರ್ಣಗೊಳಿಸಿದ್ದೀರಿ.,../data/kn/kn_voicedata/54.mp3,നിങ്ങൾ OTP എസൈൻ പ്രക്രിയ വിജയകരമായി പൂർത്തിയാക്കി.,../data/ml/ml_voicedata/54.mp3,आपण ओटीपी ईएसआयएन प्रक्रिया यशस्वीरित्या पूर्ण केली आहे.,../data/mr/mr_voicedata/54.mp3,நீங்கள் OTP ESIGN செயல்முறையை வெற்றிகரமாக முடித்துள்ளீர்கள்.,../data/ta/ta_voicedata/54.mp3,మీరు OTP ESIGN ప్రక్రియను విజయవంతంగా పూర్తి చేసారు.,../data/te/te_voicedata/54.mp3,آپ نے OTP Esign عمل کو کامیابی کے ساتھ مکمل کیا ہے۔,../data/ur/ur_voicedata/54.mp3,আপুনি অ’টিপি একাইন প্ৰক্ৰিয়া সফলতাৰে সম্পূৰ্ণ কৰিছে।,../data/as/as_voicedata/54.mp3,ଆପଣ ସଫଳତାର ସହିତ OTP ESIGS ପ୍ରକ୍ରିୟା ସମାପ୍ତ କରିଛନ୍ତି |,../data/or/or_voicedata/54.mp3
আপনার loan ণ পিডিএফ উত্পন্ন হয়েছে এবং আপনার ইমেলটিতে প্রেরণ করা হয়েছে।,../data/bn/bn_voicedata/55.mp3,Your loan PDF has been generated and sent to your email.,../data/en/en_voicedata/55.mp3,[Translation error: Your loan PDF has been generated and sent to your email. --> No translation was found using the current translator. Try another translator?],../data/gu/gu_voicedata/55.mp3,आपका ऋण पीडीएफ उत्पन्न किया गया है और आपके ईमेल पर भेजा गया है।,../data/hi/hi_voicedata/55.mp3,ನಿಮ್ಮ ಸಾಲ ಪಿಡಿಎಫ್ ಅನ್ನು ರಚಿಸಲಾಗಿದೆ ಮತ್ತು ನಿಮ್ಮ ಇಮೇಲ್‌ಗೆ ಕಳುಹಿಸಲಾಗಿದೆ.,../data/kn/kn_voicedata/55.mp3,നിങ്ങളുടെ വായ്പ PDF സൃഷ്ടിക്കുകയും നിങ്ങളുടെ ഇമെയിലിലേക്ക് അയയ്ക്കുകയും ചെയ്തു.,../data/ml/ml_voicedata/55.mp3,आपले कर्ज पीडीएफ व्युत्पन्न केले आहे आणि आपल्या ईमेलवर पाठविले आहे.,../data/mr/mr_voicedata/55.mp3,உங்கள் கடன் PDF உருவாக்கப்பட்டு உங்கள் மின்னஞ்சலுக்கு அனுப்பப்பட்டுள்ளது.,../data/ta/ta_voicedata/55.mp3,మీ loan ణం పిడిఎఫ్ ఉత్పత్తి చేయబడింది మరియు మీ ఇమెయిల్‌కు పంపబడింది.,../data/te/te_voicedata/55.mp3,آپ کا لون پی ڈی ایف تیار کیا گیا ہے اور آپ کے ای میل پر بھیجا گیا ہے۔,../data/ur/ur_voicedata/55.mp3,আপোনাৰ ঋণ PDF সৃষ্টি কৰা হৈছে আৰু আপোনাৰ ইমেইললৈ প্ৰেৰণ কৰা হৈছে।,../data/as/as_voicedata/55.mp3,ଆପଣଙ୍କର loan ଣ PDF ସୃଷ୍ଟି ହୋଇଛି ଏବଂ ଆପଣଙ୍କ ଇମେଲକୁ ପଠାଯାଇଛି |,../data/or/or_voicedata/55.mp3
ইএনএচ নিবন্ধকরণ সম্পন্ন হয়েছে। পরবর্তী পদক্ষেপ: গ্যারান্টর স্বাক্ষর।,../data/bn/bn_voicedata/56.mp3,Enach registration completed. Next step: Guarantor signature.,../data/en/en_voicedata/56.mp3,[Translation error: Enach registration completed. Next step: Guarantor signature. --> No translation was found using the current translator. Try another translator?],../data/gu/gu_voicedata/56.mp3,ENACH पंजीकरण पूरा हुआ। अगला चरण: गारंटर हस्ताक्षर।,../data/hi/hi_voicedata/56.mp3,ಎನಾಚ್ ನೋಂದಣಿ ಪೂರ್ಣಗೊಂಡಿದೆ. ಮುಂದಿನ ಹಂತ: ಗ್ಯಾರಂಟಿ ಸಹಿ.,../data/kn/kn_voicedata/56.mp3,ENACH രജിസ്ട്രേഷൻ പൂർത്തിയായി. അടുത്ത ഘട്ടം: ഗ്യാരണ്ടർ ഒപ്പ്.,../data/ml/ml_voicedata/56.mp3,एनच नोंदणी पूर्ण झाली. पुढील चरण: गॅरेंटर स्वाक्षरी.,../data/mr/mr_voicedata/56.mp3,ENACH பதிவு முடிந்தது. அடுத்த படி: உத்தரவாதத்தின் கையொப்பம்.,../data/ta/ta_voicedata/56.mp3,ENACH రిజిస్ట్రేషన్ పూర్తయింది. తదుపరి దశ: హామీ సంతకం.,../data/te/te_voicedata/56.mp3,ENACH رجسٹریشن مکمل ہوا۔ اگلا مرحلہ: گارنٹر دستخط۔,../data/ur/ur_voicedata/56.mp3,ENACH পঞ্জীয়ন সম্পূৰ্ণ কৰা হৈছে। পৰৱৰ্তী পদক্ষেপ: নিশ্চয়তাদাতাৰ স্বাক্ষৰ।,../data/as/as_voicedata/56.mp3,ଏନଚ୍ ପଞ୍ଜୀକରଣ ସମାପ୍ତ ହୋଇଛି | ପରବର୍ତ୍ତୀ ପଦକ୍ଷେପ: ଗ୍ୟାରେଣ୍ଟର୍ ଦସ୍ତଖତ |,../data/or/or_voicedata/56.mp3
গ্যারান্টর loan ণ চুক্তিতে স্বাক্ষর করেছে। ম্যানুয়াল যাচাইকরণ পরবর্তী।,../data/bn/bn_voicedata/57.mp3,Guarantor has signed the loan agreement. Manual verification next.,../data/en/en_voicedata/57.mp3,ગેરેંટે લોન કરાર પર હસ્તાક્ષર કર્યા છે. મેન્યુઅલ ચકાસણી આગળ.,../data/gu/gu_voicedata/57.mp3,गारंटर ने ऋण समझौते पर हस्ताक्षर किए हैं। मैनुअल सत्यापन अगला।,../data/hi/hi_voicedata/57.mp3,ಖಾತರಿ ಸಾಲ ಒಪ್ಪಂದಕ್ಕೆ ಸಹಿ ಹಾಕಿದ್ದಾರೆ. ಹಸ್ತಚಾಲಿತ ಪರಿಶೀಲನೆ ಮುಂದೆ.,../data/kn/kn_voicedata/57.mp3,വായ്പാ കരാറിൽ ഗ്യാരണ്ടർ ഒപ്പിട്ടു. അടുത്തതായി സ്വമേധയാലുള്ള പരിശോധന.,../data/ml/ml_voicedata/57.mp3,गॅरंटरने कर्जाच्या करारावर स्वाक्षरी केली आहे. मॅन्युअल सत्यापन पुढील.,../data/mr/mr_voicedata/57.mp3,உத்தரவாததாரர் கடன் ஒப்பந்தத்தில் கையெழுத்திட்டுள்ளார். கையேடு சரிபார்ப்பு அடுத்து.,../data/ta/ta_voicedata/57.mp3,హామీదారుడు రుణ ఒప్పందంపై సంతకం చేశాడు. తరువాత మాన్యువల్ ధృవీకరణ.,../data/te/te_voicedata/57.mp3,گارنٹر نے قرض کے معاہدے پر دستخط کیے ہیں۔ دستی توثیق اگلا۔,../data/ur/ur_voicedata/57.mp3,ঋণৰ চুক্তিত স্বাক্ষৰ কৰিছে গ্যাৰাণ্টৰে। তাৰ পিছত মেনুৱেল ভেৰিফিকেচন।,../data/as/as_voicedata/57.mp3,ଗ୍ୟାରେଣ୍ଟର୍ loan ଣ ଚୁକ୍ତି ଉପରେ ଦସ୍ତଖତ କରିଛି | ପରବର୍ତ୍ତୀ ମାନୁଆଲ୍ ଯାଞ୍ଚ |,../data/or/or_voicedata/57.mp3
ম্যানুয়াল যাচাইকরণ সম্পূর্ণ। অংশীদার অনুমোদনের অপেক্ষায়।,../data/bn/bn_voicedata/58.mp3,Manual verification completed. Awaiting partner approval.,../data/en/en_voicedata/58.mp3,મેન્યુઅલ ચકાસણી પૂર્ણ. ભાગીદારની મંજૂરીની રાહ જોવી.,../data/gu/gu_voicedata/58.mp3,मैनुअल सत्यापन पूरा हुआ। भागीदार अनुमोदन की प्रतीक्षा कर रहा है।,../data/hi/hi_voicedata/58.mp3,ಹಸ್ತಚಾಲಿತ ಪರಿಶೀಲನೆ ಪೂರ್ಣಗೊಂಡಿದೆ. ಪಾಲುದಾರರ ಅನುಮೋದನೆಗಾಗಿ ಕಾಯುತ್ತಿದೆ.,../data/kn/kn_voicedata/58.mp3,മാനുവൽ പരിശോധന പൂർത്തിയാക്കി. പങ്കാളി അംഗീകാരത്തിനായി കാത്തിരിക്കുന്നു.,../data/ml/ml_voicedata/58.mp3,मॅन्युअल सत्यापन पूर्ण झाले. भागीदार मंजुरीची वाट पहात आहे.,../data/mr/mr_voicedata/58.mp3,கையேடு சரிபார்ப்பு முடிந்தது. கூட்டாளர் ஒப்புதலுக்காக காத்திருக்கிறது.,../data/ta/ta_voicedata/58.mp3,మాన్యువల్ ధృవీకరణ పూర్తయింది. భాగస్వామి ఆమోదం కోసం వేచి ఉంది.,../data/te/te_voicedata/58.mp3,دستی توثیق مکمل ہوگئی۔ ساتھی کی منظوری کے منتظر,../data/ur/ur_voicedata/58.mp3,মেনুৱেল ভেৰিফিকেচন সম্পূৰ্ণ কৰা হৈছে। অংশীদাৰৰ অনুমোদনৰ বাবে অপেক্ষা কৰি আছে।,../data/as/as_voicedata/58.mp3,ମାନୁଆଲ୍ ଯାଞ୍ଚ ସମାପ୍ତ ହୋଇଛି | ସାଥୀ ଅନୁମୋଦନକୁ ଅପେକ୍ଷା କରିଛି |,../data/or/or_voicedata/58.mp3
অংশীদার আপনার loan ণ অনুমোদন করেছে। ফোন যাচাইকরণ পরবর্তী।,../data/bn/bn_voicedata/59.mp3,Partner has approved your loan. Phone verification next.,../data/en/en_voicedata/59.mp3,ભાગીદારએ તમારી લોનને મંજૂરી આપી છે. આગળ ફોન ચકાસણી.,../data/gu/gu_voicedata/59.mp3,साथी ने आपके ऋण को मंजूरी दे दी है। फोन सत्यापन अगला।,../data/hi/hi_voicedata/59.mp3,ಪಾಲುದಾರ ನಿಮ್ಮ ಸಾಲವನ್ನು ಅನುಮೋದಿಸಿದ್ದಾರೆ. ಫೋನ್ ಪರಿಶೀಲನೆ ಮುಂದೆ.,../data/kn/kn_voicedata/59.mp3,പങ്കാളി നിങ്ങളുടെ വായ്പയ്ക്ക് അംഗീകാരം നൽകി. അടുത്തതായി ഫോൺ പരിശോധന.,../data/ml/ml_voicedata/59.mp3,भागीदाराने आपले कर्ज मंजूर केले आहे. पुढील फोन सत्यापन.,../data/mr/mr_voicedata/59.mp3,உங்கள் கடனுக்கு பங்குதாரர் ஒப்புதல் அளித்துள்ளார். தொலைபேசி சரிபார்ப்பு அடுத்து.,../data/ta/ta_voicedata/59.mp3,భాగస్వామి మీ రుణాన్ని ఆమోదించారు. ఫోన్ ధృవీకరణ తరువాత.,../data/te/te_voicedata/59.mp3,ساتھی نے آپ کے قرض کی منظوری دے دی ہے۔ اگلے فون کی توثیق۔,../data/ur/ur_voicedata/59.mp3,অংশীদাৰে আপোনাৰ ঋণ অনুমোদন কৰিছে। ফোন ভেৰিফিকেচন পৰৱৰ্তী।,../data/as/as_voicedata/59.mp3,ସାଥୀ ତୁମର loan ଣକୁ ଅନୁମୋଦନ କରିଛି | ପରବର୍ତ୍ତୀ ଫୋନ୍ ଯାଞ୍ଚ |,../data/or/or_voicedata/59.mp3
ফোন যাচাইকরণ সফল। অবন্তীর অনুমোদনের অপেক্ষায়।,../data/bn/bn_voicedata/60.mp3,Phone verification successful. Awaiting Avanti approval.,../data/en/en_voicedata/60.mp3,ફોન ચકાસણી સફળ. અવંતિ મંજૂરીની રાહ જોવી.,../data/gu/gu_voicedata/60.mp3,फोन सत्यापन सफल। अवंती अनुमोदन का इंतजार।,../data/hi/hi_voicedata/60.mp3,ಫೋನ್ ಪರಿಶೀಲನೆ ಯಶಸ್ವಿಯಾಗಿದೆ. ಅವಂತಿ ಅನುಮೋದನೆಗಾಗಿ ಕಾಯುತ್ತಿದೆ.,../data/kn/kn_voicedata/60.mp3,ഫോൺ സ്ഥിരീകരണം വിജയകരമാണ്. അവന്തി അംഗീകാരത്തിനായി കാത്തിരിക്കുന്നു.,../data/ml/ml_voicedata/60.mp3,फोन सत्यापन यशस्वी. अवंती मंजुरीची वाट पहात आहे.,../data/mr/mr_voicedata/60.mp3,தொலைபேசி சரிபார்ப்பு வெற்றிகரமாக. அவந்தி ஒப்புதலுக்காக காத்திருக்கிறது.,../data/ta/ta_voicedata/60.mp3,ఫోన్ ధృవీకరణ విజయవంతమైంది. అవంతి ఆమోదం కోసం వేచి ఉంది.,../data/te/te_voicedata/60.mp3,فون کی توثیق کامیاب. اوونتی منظوری کے منتظر,../data/ur/ur_voicedata/60.mp3,ফোন ভেৰিফিকেচন সফল। অভান্টি অনুমোদনৰ বাবে অপেক্ষা কৰি আছে।,../data/as/as_voicedata/60.mp3,ଫୋନ୍ ଯାଞ୍ଚ ସଫଳ | ଅଭ୍ୟାଣ୍ଟି ଅନୁମୋଦନକୁ ଅପେକ୍ଷା କରିଛି |,../data/or/or_voicedata/60.mp3
অবন্তি nder ণদানকারী আপনার loan ণ অনুমোদন করেছে। বিতরণ অপেক্ষা।,../data/bn/bn_voicedata/61.mp3,Avanti lender has approved your loan. Awaiting disbursal.,../data/en/en_voicedata/61.mp3,અવંતિ nder ણદાતાએ તમારી લોનને મંજૂરી આપી છે. ડિસેમ્બરલની રાહ જોવી.,../data/gu/gu_voicedata/61.mp3,अवंती ऋणदाता ने आपके ऋण को मंजूरी दे दी है। डिस्बर्सल का इंतजार करना।,../data/hi/hi_voicedata/61.mp3,ಅವಂತಿ ಸಾಲದಾತನು ನಿಮ್ಮ ಸಾಲವನ್ನು ಅನುಮೋದಿಸಿದ್ದಾರೆ. ವಿತರಣೆಗಾಗಿ ಕಾಯುತ್ತಿದೆ.,../data/kn/kn_voicedata/61.mp3,അവന്തി വായ്പ നിങ്ങളുടെ വായ്പയ്ക്ക് അംഗീകാരം നൽകി. വിതരണം ചെയ്യാൻ കാത്തിരിക്കുന്നു.,../data/ml/ml_voicedata/61.mp3,अवंती सावकाराने आपल्या कर्जास मान्यता दिली आहे. वितरणाच्या प्रतीक्षेत.,../data/mr/mr_voicedata/61.mp3,அவந்தி கடன் வழங்குபவர் உங்கள் கடனுக்கு ஒப்புதல் அளித்துள்ளார். விநியோகத்திற்காக காத்திருக்கிறது.,../data/ta/ta_voicedata/61.mp3,అవంతి రుణదాత మీ రుణాన్ని ఆమోదించారు. పంపిణీ కోసం వేచి ఉంది.,../data/te/te_voicedata/61.mp3,اوونتی قرض دہندہ نے آپ کے قرض کی منظوری دے دی ہے۔ تقسیم کے منتظر,../data/ur/ur_voicedata/61.mp3,Avanti Lender এ আপোনাৰ ঋণ অনুমোদন কৰিছে। বিতৰণৰ বাবে অপেক্ষা কৰি আছে।,../data/as/as_voicedata/61.mp3,Avanti ender ଣଦାତା ତୁମର loan ଣକୁ ଅନୁମୋଦନ କରିଛନ୍ତି | ଡିସକର୍ସାଲ୍ ଅପେକ୍ଷା |,../data/or/or_voicedata/61.mp3
আপনার loan ণ বিতরণ আগামীকাল জন্য নির্ধারিত হয়েছে।,../data/bn/bn_voicedata/62.mp3,Your loan disbursal is scheduled for tomorrow.,../data/en/en_voicedata/62.mp3,તમારી લોન વિતરણ આવતીકાલે સુનિશ્ચિત થયેલ છે.,../data/gu/gu_voicedata/62.mp3,आपका ऋण डिस्बर्सल कल के लिए निर्धारित है।,../data/hi/hi_voicedata/62.mp3,ನಿಮ್ಮ ಸಾಲದ ವಿತರಣೆಯನ್ನು ನಾಳೆ ನಿಗದಿಪಡಿಸಲಾಗಿದೆ.,../data/kn/kn_voicedata/62.mp3,നിങ്ങളുടെ വായ്പ വിതരണം നാളെ ഷെഡ്യൂൾ ചെയ്യും.,../data/ml/ml_voicedata/62.mp3,आपले कर्ज वितरण उद्या नियोजित आहे.,../data/mr/mr_voicedata/62.mp3,உங்கள் கடன் வழங்கல் நாளை திட்டமிடப்பட்டுள்ளது.,../data/ta/ta_voicedata/62.mp3,మీ loan ణం పంపిణీ రేపు షెడ్యూల్ చేయబడింది.,../data/te/te_voicedata/62.mp3,آپ کے قرض کی تقسیم کل کے لئے شیڈول ہے۔,../data/ur/ur_voicedata/62.mp3,আপোনাৰ ঋণৰ বিতৰণ কাইলৈৰ কথা আছে।,../data/as/as_voicedata/62.mp3,ତୁମର loan ଣ ବଣ୍ଟନ ଆସନ୍ତାକାଲି ପାଇଁ ଧାର୍ଯ୍ୟ କରାଯାଇଛି |,../data/or/or_voicedata/62.mp3
অসম্পূর্ণ নথিগুলির কারণে আপনার loan ণের আবেদন প্রত্যাখ্যান করা হয়েছিল।,../data/bn/bn_voicedata/63.mp3,Your loan application was rejected due to incomplete documents.,../data/en/en_voicedata/63.mp3,અપૂર્ણ દસ્તાવેજોને કારણે તમારી લોન એપ્લિકેશનને નકારી કા .વામાં આવી હતી.,../data/gu/gu_voicedata/63.mp3,अपूर्ण दस्तावेजों के कारण आपका ऋण आवेदन खारिज कर दिया गया था।,../data/hi/hi_voicedata/63.mp3,ಅಪೂರ್ಣ ದಾಖಲೆಗಳಿಂದಾಗಿ ನಿಮ್ಮ ಸಾಲದ ಅರ್ಜಿಯನ್ನು ತಿರಸ್ಕರಿಸಲಾಗಿದೆ.,../data/kn/kn_voicedata/63.mp3,അപൂർണ്ണമായ രേഖകൾ കാരണം നിങ്ങളുടെ വായ്പാ അപേക്ഷ നിരസിക്കപ്പെട്ടു.,../data/ml/ml_voicedata/63.mp3,अपूर्ण कागदपत्रांमुळे आपला कर्ज अर्ज नाकारला गेला.,../data/mr/mr_voicedata/63.mp3,முழுமையற்ற ஆவணங்கள் காரணமாக உங்கள் கடன் விண்ணப்பம் நிராகரிக்கப்பட்டது.,../data/ta/ta_voicedata/63.mp3,అసంపూర్ణ పత్రాల కారణంగా మీ రుణ దరఖాస్తు తిరస్కరించబడింది.,../data/te/te_voicedata/63.mp3,نامکمل دستاویزات کی وجہ سے آپ کے قرض کی درخواست مسترد کردی گئی۔,../data/ur/ur_voicedata/63.mp3,অসম্পূৰ্ণ নথিপত্ৰৰ বাবে আপোনাৰ ঋণৰ আবেদন নাকচ কৰা হৈছিল।,../data/as/as_voicedata/63.mp3,ଅସମ୍ପୂର୍ଣ୍ଣ ଡକ୍ୟୁମେଣ୍ଟ୍ ହେତୁ ଆପଣଙ୍କର loan ଣ ଆବେଦନ ପ୍ରତ୍ୟାଖ୍ୟାନ କରାଯାଇଥିଲା |,../data/or/or_voicedata/63.mp3
ডেটা ইস্যু সনাক্ত করা হয়েছে। আপনার তথ্য আপডেট করুন।,../data/bn/bn_voicedata/64.mp3,Data issues detected. Please update your information.,../data/en/en_voicedata/64.mp3,ડેટા મુદ્દાઓ મળી. કૃપા કરીને તમારી માહિતીને અપડેટ કરો.,../data/gu/gu_voicedata/64.mp3,डेटा मुद्दों का पता चला। कृपया अपनी जानकारी अपडेट करें।,../data/hi/hi_voicedata/64.mp3,ಡೇಟಾ ಸಮಸ್ಯೆಗಳು ಪತ್ತೆಯಾಗಿವೆ. ದಯವಿಟ್ಟು ನಿಮ್ಮ ಮಾಹಿತಿಯನ್ನು ನವೀಕರಿಸಿ.,../data/kn/kn_voicedata/64.mp3,ഡാറ്റ പ്രശ്നങ്ങൾ കണ്ടെത്തി. നിങ്ങളുടെ വിവരങ്ങൾ അപ്ഡേറ്റ് ചെയ്യുക.,../data/ml/ml_voicedata/64.mp3,डेटा समस्या आढळल्या. कृपया आपली माहिती अद्यतनित करा.,../data/mr/mr_voicedata/64.mp3,தரவு சிக்கல்கள் கண்டறியப்பட்டன. உங்கள் தகவலைப் புதுப்பிக்கவும்.,../data/ta/ta_voicedata/64.mp3,డేటా సమస్యలు కనుగొనబడ్డాయి. దయచేసి మీ సమాచారాన్ని నవీకరించండి.,../data/te/te_voicedata/64.mp3,ڈیٹا کے مسائل کا پتہ چلا۔ براہ کرم اپنی معلومات کو اپ ڈیٹ کریں۔,../data/ur/ur_voicedata/64.mp3,তথ্যৰ সমস্যা ধৰা পৰিছে। অনুগ্ৰহ কৰি আপোনাৰ তথ্য আপডেট কৰক।,../data/as/as_voicedata/64.mp3,ଡାଟା ପ୍ରସଙ୍ଗଗୁଡିକ ଚିହ୍ନଟ କରାଯାଇଥାଏ | ଦୟାକରି ଆପଣଙ୍କର ସୂଚନା ଅଦ୍ୟତନ କରନ୍ତୁ |,../data/or/or_voicedata/64.mp3
গ্রুপ অনুমোদন মঞ্জুর। স্বয়ংক্রিয় বিতরণ শুরু।,../data/bn/bn_voicedata/65.mp3,Group approval granted. Automatic disbursal initiated.,../data/en/en_voicedata/65.mp3,જૂથ મંજૂરી આપવામાં આવી. સ્વચાલિત વિતરણ શરૂ કર્યું.,../data/gu/gu_voicedata/65.mp3,समूह की मंजूरी दी गई। स्वचालित डिस्बर्सल शुरू किया।,../data/hi/hi_voicedata/65.mp3,ಗುಂಪು ಅನುಮೋದನೆಯನ್ನು ನೀಡಲಾಗಿದೆ. ಸ್ವಯಂಚಾಲಿತ ವಿತರಣೆಯನ್ನು ಪ್ರಾರಂಭಿಸಲಾಗಿದೆ.,../data/kn/kn_voicedata/65.mp3,ഗ്രൂപ്പ് അംഗീകാരം അനുവദിച്ചു. യാന്ത്രിക വിതരണം ആരംഭിച്ചു.,../data/ml/ml_voicedata/65.mp3,गट मंजुरी मंजूर. स्वयंचलित वितरण सुरू केले.,../data/mr/mr_voicedata/65.mp3,குழு ஒப்புதல் வழங்கப்பட்டது. தானியங்கி வழங்கல் தொடங்கப்பட்டது.,../data/ta/ta_voicedata/65.mp3,సమూహ ఆమోదం మంజూరు చేయబడింది. స్వయంచాలక పంపిణీ ప్రారంభించబడింది.,../data/te/te_voicedata/65.mp3,گروپ کی منظوری دی گئی۔ خودکار تقسیم کا آغاز کیا گیا۔,../data/ur/ur_voicedata/65.mp3,গোটৰ অনুমোদন প্ৰদান কৰা হৈছে। স্বয়ংক্ৰিয় বিতৰণ আৰম্ভ কৰা হৈছে।,../data/as/as_voicedata/65.mp3,ଗୋଷ୍ଠୀ ଅନୁମୋଦିତ | ସ୍ୱୟଂଚାଳିତ ବିଭାଜନ ଆରମ୍ଭ ହେଲା |,../data/or/or_voicedata/65.mp3
